dom,samp,diff1,diff2,diff3,diff4
1,1,0.0198159363458181,-0.156465312398993,0.687389408236271,-0.238408870893295
1,2,0.0243675614926557,-0.436564335802679,1.02529690428486,1.92621273414534
1,3,0.0303648197998392,0.0674351363204551,2.26400857583712,3.72461778096999
1,4,-0.0259887250488533,0.208503343608243,-0.675489188684367,-2.23486956012812
1,5,0.00756390128590967,0.393117598384798,-0.277788685683362,-1.86007995301486
1,6,-0.0818763388580077,-0.216840423505062,0.891844346254629,-3.42016043699817
1,7,-0.0253913373223629,0.262875530558006,1.55232971040348,0.837462190880046
1,8,0.0355944137420376,0.0621988851763859,0.557549831938445,4.26760874150256
1,9,-0.019845534636751,-0.501501523247036,-2.17964625056408,-4.66455823753228
1,10,0.0212119333492944,0.187029310652612,-0.890037959651437,-1.82490744093474
1,11,0.0418064552129676,0.100364952782861,2.64090538081905,7.93931646558292
1,12,-0.0324824891788622,-0.769774737194766,-1.45420246532569,-3.16696007835424
1,13,0.0282797600464146,0.0129673500609826,-0.17093847760782,0.482077361671315
1,14,-0.00840162133458255,-0.396605101703152,2.76865487406914,4.39266478861822
1,15,0.101792572101386,0.549155659529944,2.08435795426689,6.02996581162381
1,16,-0.0626963592356162,-0.572730854671327,0.766678137867473,-0.918418736443812
1,17,-0.0166991283033804,-0.159347518016432,-0.0346622528580554,0.192784969132219
1,18,-0.00446953612654388,-0.014895779270617,0.337945620338473,0.756023659818709
1,19,0.0860613164229012,0.595414616880163,1.37086385357381,7.44003192067754
1,20,0.0635499002140332,0.375576659195659,0.467816411671294,2.6459705012964
1,21,0.0133954723559082,-0.277945203860931,0.0321676046484924,-0.144220431775693
1,22,0.0322038047062607,-0.0820634224260175,0.161424488945386,1.54924694339701
1,23,-0.00869096059659435,-0.00135993204263229,1.22106205923873,0.950123981012553
1,24,0.0086589004842903,0.353023655505794,-0.397511580366057,-2.07041549839528
1,25,0.0229249272886944,-0.232404592177552,1.04909673495308,5.02077857259741
1,26,-0.0295527654555561,-0.343341770332316,1.4707890653288,1.77643797636955
1,27,-0.00984477933739569,-0.440526548748672,0.594709490749153,-0.590807623318767
1,28,0.0103737343860519,-0.23460197613791,-0.063291597369215,-1.18368408372015
1,29,-0.123173530050019,-0.836243676778579,-1.29425985979873,-6.99214890613632
1,30,-0.0136393315582719,0.0915751428172129,-1.59801485168839,-3.23197931238013
